experiment_id,initialization_timestamp,artifact_time_stamp,running_status,start_time,stop_time,execution_time,message,experiment_file_path,accuracy,is_model_accepted,created_time_stamp
a9f5b5f9-4e86-43e4-a56b-d7016f9a3891,2023-01-31-10-56-19,2023-01-31-10-56-19,True,2023-01-31 10:56:24.414729,,,Pipeline has been started.,experiment.csv,,,2023-01-31 10:56:24.414729
a9f5b5f9-4e86-43e4-a56b-d7016f9a3891,2023-01-31-10-56-19,2023-01-31-10-56-19,False,2023-01-31 10:56:24.414729,2023-01-31 10:57:33.712215,0 days 00:01:09.297486,Pipeline has been completed.,experiment.csv,0.6522812381877459,True,2023-01-31 10:57:33.712215
d324d540-505b-4679-8cf4-baf9e17f38a8,2023-01-31-10-58-50,2023-01-31-10-58-50,True,2023-01-31 10:58:51.131007,,,Pipeline has been started.,experiment.csv,,,2023-01-31 10:58:51.131007
d324d540-505b-4679-8cf4-baf9e17f38a8,2023-01-31-10-58-50,2023-01-31-10-58-50,False,2023-01-31 10:58:51.131007,2023-01-31 10:59:59.979334,0 days 00:01:08.848327,Pipeline has been completed.,experiment.csv,0.6522812381877459,True,2023-01-31 10:59:59.979334
35e4730d-4658-4cbc-848f-744156c022a5,2023-01-31-11-02-43,2023-01-31-11-02-43,True,2023-01-31 11:02:43.879391,,,Pipeline has been started.,experiment.csv,,,2023-01-31 11:02:44.011848
35e4730d-4658-4cbc-848f-744156c022a5,2023-01-31-11-02-43,2023-01-31-11-02-43,False,2023-01-31 11:02:43.879391,2023-01-31 11:03:50.972011,0 days 00:01:07.092620,Pipeline has been completed.,experiment.csv,0.6522812381877459,True,2023-01-31 11:03:50.972011
